drug,l2s2_n_total,l2s2_n_signatures,l2s2_n_significant,l2s2_n_significant_mimic,l2s2_n_significant_general,l2s2_signatures,l2s2_mimic_signatures,l2s2_general_signatures,l2s2_n_sig_pval,l2s2_min_pvalue,l2s2_min_adj_pvalue,l2s2_min_pvalue_general,l2s2_min_adj_pvalue_general,l2s2_min_pvalue_up,l2s2_min_adj_pvalue_up,l2s2_mean_neglog10p,l2s2_max_neglog10p,l2s2_mean_odds_ratio,l2s2_max_odds_ratio,l2s2_direction,l2s2_retrieval_sort,l1k_n_total,l1k_n_signatures,l1k_signatures,l1k_mean_score,l1k_max_score,l1k_false_rescue,n_engines,n_total_signatures,regulatory_status,approved_jurisdiction,mechanism,target_axis,candidate_tier,lincs_eligible,lookup_source,mechanism_flag,firewall_status,firewall_reason,lincs_drug,signature_has_nominal_genes
prazosin,2,2,0,0,0,,,,0,1.0,1.0,0.9999999612583056,1.0,0.0304372854176621,0.5320879156518642,-0.0,-0.0,0.055,0.109,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,prazosin,True
prednisone,1,1,0,0,0,,,,0,0.9999999999990372,1.0,0.999999992884284,1.0,0.0074693190837354,0.2954509069526003,0.0,0.0,0.197,0.197,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,prednisone,True
prochlorperazine,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,prochlorperazine,False
progesterone,1,1,0,0,0,,,,0,0.9999999999995168,1.0,0.9999999982467432,1.0,0.0151957621966202,0.2620267381293468,0.0,0.0,0.012,0.012,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,progesterone,False
promethazine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,promethazine,True
pyrazinamide,6,4,0,0,0,,,,0,0.9999999999998086,1.0,0.9999757860233698,1.0,0.001785610469261,0.1458559416948038,0.0,0.0,0.094,0.29,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,pyrazinamide,True
pyrimethamine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,pyrimethamine,False
quinidine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,quinidine,False
quinine,1,1,0,0,0,,,,0,1.000000000000174,1.0,0.9999738347265312,1.0,0.0304850304850396,0.4957283825652637,-0.0,-0.0,0.278,0.278,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,quinine,False
ramelteon,2,1,0,0,0,,,,0,1.0000000000001426,1.0,0.9999999912355558,1.0,0.0302101280362198,0.3816574455090226,-0.0,-0.0,0.019,0.019,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ramelteon,False
ramipril,1,1,0,0,0,,,,0,0.999999999998984,1.0,0.9999999916512936,1.0,0.0151725625630205,0.4125946142688727,0.0,0.0,0.156,0.156,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ramipril,True
ranitidine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ranitidine,True
razoxane,2,2,0,0,0,,,,0,1.0,1.0,0.99999998988552,1.0,0.0144173487259415,0.2427393415187888,-0.0,-0.0,0.017,0.035,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,razoxane,False
regorafenib,5,3,0,0,0,,,,0,1.0,1.0,1.0,1.0,0.0075914037297466,0.1645014523943773,-0.0,-0.0,0.004,0.01,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,regorafenib,True
reserpine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,reserpine,False
ribavirin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ribavirin,True
rifabutin,1,1,0,0,0,,,,0,0.9999999999998976,1.0,0.9999999960073084,1.0,0.0304736279601754,0.4783980818633037,0.0,0.0,0.014,0.014,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,rifabutin,False
riluzole,8,4,0,0,0,,,,0,0.9999999999996604,1.0,0.9465162557995628,1.0,0.0037145661693888,0.1696676243533486,0.0,0.0,0.155,0.637,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,riluzole,True
rimantadine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,rimantadine,False
riociguat,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,riociguat,True
risperidone,5,2,0,1,0,,GSE22206_fibro_case_v_control,,0,0.9999999999995028,1.0,0.937318471628348,1.0,0.000440953307215,0.0178287512633517,0.0,0.0,0.212,0.654,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,risperidone,True
rita,7,4,0,1,0,,GSE134780_HH_v_WT_fat,,0,1.0,1.0,0.9999999930268968,1.0,0.000111909035051,0.0227745180998388,-0.0,-0.0,0.046,0.306,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,rita,True
ritodrine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ritodrine,True
rizatriptan,3,2,0,0,0,,,,0,1.0,1.0,0.9999999943509996,1.0,0.0150271601219162,0.2620267381293468,-0.0,-0.0,0.011,0.017,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,rizatriptan,False
rocuronium,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,rocuronium,False
roflumilast,7,4,0,0,0,,,,0,1.000000000000858,1.0,0.0002006811925924,0.1274660041616248,0.0008971370790523,0.0646550928889195,-0.0,-0.0,0.977,4.899,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,roflumilast,True
rosiglitazone,3,2,0,0,0,,,,0,0.9999999999996452,1.0,0.9987148844809526,1.0,0.0152882641482619,0.409868982514383,0.0,0.0,0.188,0.378,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,rosiglitazone,True
rosuvastatin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,rosuvastatin,True
rutin,2,2,0,0,0,,,,0,1.0,1.0,0.9999999905352492,1.0,0.0305241206880699,0.5174872183840794,-0.0,-0.0,0.079,0.158,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,rutin,True
saxagliptin,2,1,0,0,0,,,,0,0.9999999999997848,1.0,0.0973129397146665,1.0,0.0075041451848732,0.3105094554827977,0.0,0.0,1.29,2.287,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,saxagliptin,False
selegiline,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,selegiline,False
sitagliptin,1,1,0,0,0,,,,0,0.9999999999999,1.0,0.9999999950344578,1.0,0.0150589239028156,0.393971432020523,0.0,0.0,0.063,0.063,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,sitagliptin,True
solifenacin succinate,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,solifenacin succinate,True
sotalol,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,sotalol,False
spironolactone,1,1,0,0,0,,,,0,1.000000000000009,1.0,1.000000000290942,1.0,0.0075236849321814,0.298219481005509,-0.0,-0.0,0.053,0.053,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,spironolactone,True
sufentanil,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,sufentanil,True
sulfacetamide,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,sulfacetamide,True
sulfadoxine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,sulfadoxine,True
sumatriptan,3,2,0,0,0,,,,0,1.0,1.0,0.9999999628514464,1.0,0.0303429289604502,0.4971541310606035,-0.0,-0.0,0.062,0.122,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,sumatriptan,True
sunitinib,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,sunitinib,False
tacrine,1,1,0,0,0,,,,0,0.999999999999919,1.0,1.0000000061662428,1.0,0.0306631565082217,0.3816574455090226,0.0,0.0,0.01,0.01,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tacrine,False
tacrolimus,3,2,0,0,0,,,,0,0.9999999999996726,1.0,0.9999999472157908,1.0,0.001858825839302,0.1424076516595889,0.0,0.0,0.095,0.266,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,APPROVED_MEDICATION,,FK506-binding protein 1A inhibitor,FK506-binding protein 1A inhibitor,,True,chembl_axis_approved,mechanism_ok,REJECT,no_significant_fdr_lincs_signal,tacrolimus,False
tadalafil,2,2,0,0,0,,,,0,0.9999999999994668,1.0,0.999999959223118,1.0,0.0306760892283755,0.5320879156518642,0.0,0.0,0.038,0.077,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tadalafil,True
tapentadol,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tapentadol,False
telbivudine,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,telbivudine,True
telmisartan,1,1,0,0,0,,,,0,1.0000000000000204,1.0,0.999992467629666,1.0,0.0305405983017335,0.4957283825652637,-0.0,-0.0,0.257,0.257,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,telmisartan,False
temazepam,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,temazepam,True
temozolomide,12,5,0,2,0,,GSE22206_LCL_case_v_control;GSE22206_case_v_control,,0,0.9999999999989304,1.0,0.999957989705764,1.0,0.0002305060670386,0.0374333422156236,0.0,0.0,0.074,0.349,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,temozolomide,True
terbinafine,2,2,0,0,0,,,,0,1.0,1.0,0.9999999823208144,1.0,0.0304330362398767,0.5174872183840794,-0.0,-0.0,0.089,0.178,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,terbinafine,True
testosterone,4,3,0,0,0,,,,0,1.0,1.0,0.9999999632518936,1.0,0.0152277704188646,0.393971432020523,-0.0,-0.0,0.032,0.084,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,testosterone,True
tetracaine,1,1,0,0,0,,,,0,0.9999999999998748,1.0,0.999999995086641,1.0,0.0073272394976442,0.298219481005509,0.0,0.0,0.091,0.091,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tetracaine,True
tetracycline,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tetracycline,False
theophylline,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,theophylline,False
tiludronate,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tiludronate,True
timolol,2,2,0,0,0,,,,0,0.9999999999999106,1.0,0.9149379731237486,1.0,0.0304658355386889,0.5320879156518642,0.0,0.0,0.384,0.662,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,timolol,True
tioconazole,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tioconazole,False
tipiracil,1,1,0,0,0,,,,0,0.9999999999998078,1.0,0.99904857381018,1.0,0.030250054631156,0.4957283825652637,0.0,0.0,0.364,0.364,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tipiracil,False
tipranavir,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tipranavir,False
tofacitinib,6,3,0,0,0,,,,0,0.999999999998165,1.0,0.9997461352013868,1.0,0.0018658477399051,0.1082306984052373,0.0,0.0,0.151,0.329,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tofacitinib,True
tolazamide,3,3,0,0,0,,,,0,1.0000000000005975,1.0,0.9999970103790964,1.0,0.0037204270497715,0.2222178275127099,-0.0,-0.0,0.132,0.301,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tolazamide,True
topiramate,1,1,0,0,0,,,,0,0.9999999999998732,1.0,0.8130339729119798,1.0,0.0303045090767102,0.5969268526676671,0.0,0.0,0.8,0.8,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,topiramate,True
topotecan,1,1,0,0,0,,,,0,0.9999999999997417,1.0,0.9989775831909596,1.0,0.0302436144756014,0.4957283825652637,0.0,0.0,0.367,0.367,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,topotecan,False
tranylcypromine,6,4,0,1,0,,GSE22206_fibro_case_v_control,,0,1.0,1.0,0.9412217387930344,1.0,0.0004460148091119,0.0178287512633517,-0.0,-0.0,0.139,0.659,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tranylcypromine,True
trazodone,2,2,0,0,0,,,,0,1.0,1.0,0.9999999885811328,1.0,0.0304697512042083,0.5174872183840794,-0.0,-0.0,0.085,0.17,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,trazodone,True
triamcinolone,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,triamcinolone,True
triclabendazole,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,triclabendazole,True
trientine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,trientine,False
triflupromazine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,triflupromazine,False
triptorelin,1,1,0,0,0,,,,0,0.9999999999998078,1.0,0.9999999935619552,1.0,0.030250054631156,0.4971541310606035,0.0,0.0,0.071,0.071,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,triptorelin,True
tyloxapol,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tyloxapol,False
urea,1,1,0,0,0,,,,0,1.0000000000000404,1.0,0.999911536481367,1.0,0.0147096740899637,0.4125946142688727,-0.0,-0.0,0.32,0.32,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,urea,True
valsartan,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,valsartan,True
